,A,B,C,D,E,F,G,H,I,J,K,L
8242,2,6,20,21,1,34,30,14,22,19,4,31
8243,13,12,22,2,9,19,14,31,24,15,17,8
8244,7,21,1,34,8,12,3,17,19,11,25,13
8245,28,34,29,30,4,8,13,19,3,10,15,11
8246,6,9,7,33,24,26,21,23,18,32,31,13
8247,20,23,7,22,27,29,9,36,25,30,3,1
8248,35,13,33,30,3,22,9,23,28,11,19,6
8249,28,23,32,34,4,29,17,24,30,36,19,25
8250,36,18,8,9,25,26,20,16,28,15,30,22
8251,17,7,30,3,19,31,22,2,15,32,8,33
8252,9,26,29,12,13,15,20,14,7,23,10,5
8253,6,35,13,11,5,26,29,8,14,23,12,27
8254,35,1,7,22,24,34,19,25,11,5,4,26
8255,17,28,10,2,16,23,9,19,18,35,13,33
8256,15,34,18,17,26,29,35,3,33,19,4,1
8257,27,22,3,14,31,34,8,12,29,35,19,15
8258,7,6,12,3,34,29,33,4,15,32,20,16
8259,26,34,29,24,13,21,2,20,8,17,19,36
8260,33,25,35,29,4,13,32,5,18,20,7,3
8261,3,19,36,21,31,12,4,18,30,5,8,33
8262,14,24,15,32,36,26,7,13,6,1,11,35
8263,9,2,14,12,5,16,22,24,15,21,30,1
8264,35,1,22,15,6,12,26,3,11,8,31,24
8265,15,17,19,18,23,33,6,24,20,28,27,2
8266,8,1,21,17,9,15,12,34,24,32,27,16
8267,3,2,21,11,22,6,32,33,20,18,1,34
8268,2,22,1,12,29,36,20,3,9,4,7,11
8269,17,32,8,26,13,4,23,24,5,12,1,22
8270,1,12,19,9,28,18,2,13,21,33,29,31
8271,23,36,34,11,12,33,35,5,4,28,31,15
8272,31,23,15,20,30,25,2,24,28,11,18,26
8273,17,9,1,2,5,31,14,8,23,32,7,15
8274,18,15,21,16,14,24,33,1,5,22,35,6
8275,3,32,27,15,7,19,34,18,16,12,8,30
8276,25,31,2,18,28,22,36,19,13,15,3,5
8277,3,1,35,33,23,31,11,21,25,13,32,9
8278,4,26,27,11,17,14,1,2,12,19,22,29
8279,12,18,33,7,13,8,35,31,16,6,20,19
8280,8,7,28,14,23,34,36,3,35,27,15,29
8281,28,21,16,24,7,32,29,23,13,34,18,27
8282,31,34,26,9,17,12,19,28,6,8,5,20
8283,10,3,12,15,17,31,35,30,19,13,26,14
8284,35,32,2,19,1,18,26,29,13,12,25,5
8285,14,11,22,2,31,28,1,33,9,26,8,17
8286,19,5,16,6,31,7,1,11,23,9,3,27
8287,15,8,9,6,4,32,22,11,28,14,10,17
8288,16,20,12,19,8,32,26,1,4,13,2,3
8289,32,11,28,6,9,10,36,2,33,4,24,29
8290,20,2,35,11,27,32,9,12,36,14,30,21
8291,30,18,21,35,2,3,26,4,34,22,25,16
8292,33,11,13,1,5,12,34,18,16,21,27,23
8293,11,25,24,2,22,17,13,16,23,30,28,33
8294,19,24,10,27,28,22,9,20,34,16,15,3
8295,33,2,9,7,16,27,11,22,6,31,34,19
8296,10,21,16,13,12,22,31,30,17,32,23,2
8297,27,7,34,30,2,24,17,19,10,8,9,12
8298,12,36,6,13,4,1,5,15,7,18,22,11
8299,9,13,35,36,26,31,18,27,29,15,23,34
8300,6,22,27,17,15,36,5,24,20,35,8,30
8301,7,23,13,10,33,28,3,30,18,8,11,20
8302,13,21,35,34,4,19,9,16,23,31,15,10
8303,27,17,31,14,7,24,2,6,21,29,3,8
8304,3,1,18,23,9,28,34,33,14,20,30,21
8305,33,23,15,12,19,26,1,30,6,14,7,21
8306,36,26,29,15,17,13,33,7,18,14,16,23
8307,31,24,12,22,20,28,11,35,10,2,29,25
8308,4,23,33,11,35,25,15,1,16,6,22,13
8309,32,23,29,7,19,3,6,5,8,1,20,17
8310,7,21,28,34,31,32,13,35,17,15,6,5
8311,22,14,36,3,4,12,9,15,17,33,31,18
8312,21,22,34,6,14,35,5,19,32,12,20,15
8313,7,20,22,27,32,3,15,9,4,25,8,35
8314,35,2,24,5,21,9,23,33,14,6,28,13
8315,36,27,17,21,30,1,8,6,9,20,3,19
8316,23,11,9,26,22,27,2,12,14,31,8,6
8317,20,36,18,31,29,24,2,6,11,3,26,9
8318,17,24,3,14,6,11,22,8,20,33,13,26
8319,9,4,35,2,28,32,30,24,12,6,27,31
8320,16,27,29,12,21,24,7,31,1,30,20,28
8321,13,35,16,23,1,18,32,30,36,10,25,8
8322,30,24,20,35,34,17,10,3,8,29,4,31
8323,21,28,19,27,36,26,10,14,16,11,23,6
8324,24,13,33,2,20,4,34,26,17,30,1,36
8325,19,7,25,14,10,2,4,15,31,13,18,33
8326,24,2,23,17,4,32,16,33,34,18,36,5
8327,29,28,10,31,26,1,18,5,25,4,2,36
8328,14,4,30,7,34,12,29,9,32,36,33,20
8329,20,13,4,3,26,18,16,22,15,32,29,21
8330,25,35,33,4,30,14,32,12,19,17,22,20
8331,12,35,33,16,24,20,23,34,36,3,26,21
8332,33,29,6,32,31,13,24,10,28,16,27,18
8333,19,25,16,6,8,4,13,17,10,32,20,21
8334,31,22,32,16,29,34,1,24,33,2,10,23
8335,12,18,19,34,23,17,22,27,24,10,9,29
8336,11,25,19,13,30,4,27,18,17,10,35,26
8337,20,19,23,29,13,1,14,11,35,28,31,22
8338,22,4,26,28,6,24,34,7,10,30,25,31
8339,15,13,2,4,25,24,35,11,21,29,16,17
8340,9,16,23,26,8,4,20,21,35,29,1,5
8341,8,12,5,32,35,22,16,17,18,26,13,4
8342,31,19,30,8,34,16,6,18,28,13,12,17
8343,5,20,34,15,28,17,9,11,21,1,24,30
8344,8,34,31,28,24,18,3,7,2,14,10,22
8345,1,12,35,7,19,26,22,3,18,32,20,5
8346,5,11,17,22,30,33,26,15,8,21,13,36
8347,14,6,2,27,15,1,19,28,10,30,20,12
8348,21,19,8,9,35,30,11,14,25,32,33,16
8349,21,18,28,19,3,16,29,30,24,33,34,17
8350,19,27,31,17,16,24,28,6,34,21,35,29
8351,26,21,19,9,6,27,34,4,16,17,31,3
8352,15,10,18,23,31,17,14,25,24,35,4,11
8353,30,10,35,16,31,18,26,21,33,20,13,7
8354,30,7,10,4,20,13,32,8,1,6,9,26
8355,5,28,33,21,26,16,36,23,17,19,25,10
8356,15,7,36,3,33,29,11,12,28,6,9,21
8357,19,13,34,12,27,11,22,6,1,8,4,33
8358,30,10,18,22,25,5,36,35,24,32,11,1
8359,14,1,19,26,16,28,20,22,10,4,27,24
8360,1,16,12,35,6,24,32,27,23,10,3,11
8361,31,6,4,3,29,24,34,20,7,22,15,1
8362,4,3,34,27,26,17,18,28,15,6,20,33
8363,27,13,1,7,32,15,36,3,29,11,31,20
8364,33,6,22,4,25,23,8,32,11,15,14,13
8365,10,15,25,18,20,11,22,6,31,23,36,1
8366,18,34,9,3,30,4,26,2,24,22,19,36
8367,13,5,19,33,16,34,12,36,14,8,24,31
8368,32,20,8,17,10,11,3,36,6,23,19,16
8369,4,9,1,34,10,11,22,13,19,16,17,33
8370,4,20,8,25,33,14,23,22,5,36,11,28
8371,16,8,10,31,6,23,5,30,11,25,33,18
8372,31,11,20,5,26,32,16,10,17,4,33,34
8373,11,28,1,23,33,8,2,15,18,16,17,31
8374,3,21,2,30,12,24,25,17,10,29,19,22
8375,5,18,16,10,27,30,8,13,26,15,14,22
8376,36,32,17,4,26,16,23,34,10,9,25,30
8377,1,28,22,7,24,4,6,18,5,30,21,9
8378,9,26,17,18,19,7,22,31,11,27,12,6
8379,26,32,21,22,11,16,14,2,27,8,33,35
8380,3,4,25,2,6,20,23,33,28,10,11,24
8381,23,24,16,11,33,27,13,9,10,15,19,6
8382,34,1,36,22,7,13,14,8,2,10,3,29
8383,12,6,22,17,29,24,5,16,20,25,33,3
8384,11,4,15,14,36,29,16,26,13,22,24,5
8385,4,30,28,17,6,8,19,26,25,9,11,33
8386,8,19,29,7,10,4,35,36,32,6,26,25
8387,34,9,8,6,3,23,32,24,1,21,25,27
8388,25,34,28,30,12,36,22,1,2,3,5,29
8389,3,12,14,21,36,5,34,7,32,17,25,22
8390,13,19,22,30,2,9,29,17,15,7,35,10
8391,30,15,20,17,9,26,35,6,12,13,3,5
8392,9,3,4,13,14,36,28,25,32,26,27,10
8393,19,3,12,27,31,24,32,6,14,5,8,17
8394,8,20,18,35,27,16,2,19,17,30,14,21
8395,32,12,20,22,35,27,11,5,16,14,24,2
8396,23,20,13,25,27,24,6,10,5,19,32,26
8397,21,22,24,36,12,18,33,34,29,7,1,27
8398,8,22,10,31,3,20,25,13,23,29,33,34
8399,27,1,21,7,28,25,11,9,20,36,15,4
8400,15,25,21,31,17,2,32,35,33,26,14,34
8401,6,32,35,20,16,24,30,18,26,36,17,31
8402,17,14,16,8,31,6,1,28,29,5,15,34
8403,31,14,35,21,16,6,5,2,3,10,11,8
8404,8,35,30,1,12,10,22,3,24,23,31,6
8405,26,13,30,18,23,24,29,8,17,12,16,28
8406,31,36,28,1,6,14,22,26,11,8,27,19
8407,16,30,19,21,29,11,14,4,5,10,36,17
8408,12,13,14,7,30,25,19,16,32,10,27,18
8409,19,34,1,15,2,7,12,22,20,16,26,21
8410,20,24,1,15,12,11,7,8,5,2,23,26
8411,26,19,27,23,14,20,2,18,25,12,16,15
8412,2,8,23,14,24,31,26,3,33,21,13,30
8413,29,8,1,12,28,7,22,27,4,5,30,25
8414,28,9,13,3,21,12,17,5,6,1,20,14
8415,7,26,2,22,27,35,1,21,31,32,3,15
8416,13,35,9,3,20,24,27,11,4,14,32,8
8417,7,34,3,8,12,21,35,28,36,24,6,25
8418,32,30,36,16,34,26,11,21,13,2,5,8
8419,14,20,32,18,3,12,25,1,22,15,33,29
8420,16,29,6,2,7,31,19,35,33,14,17,1
8421,29,30,7,25,18,23,12,8,35,33,10,14
8422,24,23,30,12,9,10,3,28,29,2,33,13
8423,34,5,7,25,8,21,4,36,26,24,11,27
8424,36,13,23,7,28,12,20,16,25,18,2,15
8425,27,18,28,9,19,34,24,23,22,36,2,20
8426,14,26,36,17,4,12,31,21,32,10,30,23
8427,20,13,8,6,30,2,19,16,10,26,21,4
8428,11,6,16,18,19,21,34,7,2,8,36,17
8429,22,11,5,33,27,28,17,12,20,29,2,14
8430,11,5,20,19,25,10,22,29,26,15,35,23
8431,20,11,13,26,27,23,7,2,14,22,35,24
8432,14,10,13,12,8,4,3,29,17,18,31,1
8433,11,4,2,16,19,25,7,24,22,29,36,5
8434,4,16,28,1,19,36,26,8,14,6,15,34
8435,23,26,35,2,5,28,10,34,18,9,11,6
8436,14,28,26,7,13,25,15,18,8,4,36,21
8437,22,9,33,34,15,10,12,30,29,23,27,35
8438,5,15,19,7,9,30,6,1,13,12,21,11
8439,30,29,2,34,20,36,23,35,8,24,14,10
8440,27,11,22,6,2,16,34,23,13,24,8,35
8441,30,12,29,14,7,28,16,15,21,5,24,32
8442,15,13,33,22,34,17,28,31,24,27,6,30
8443,9,13,28,12,3,27,10,35,2,26,7,14
8444,35,34,1,15,32,24,28,36,30,25,6,11
8445,31,8,33,19,1,5,30,17,27,16,6,2
8446,9,30,8,34,26,31,2,27,20,33,23,1
8447,15,8,9,26,16,33,10,18,13,28,17,1
8448,15,1,27,20,30,34,36,32,5,9,11,23
8449,24,35,29,9,10,34,18,26,32,27,22,16
8450,26,15,3,36,21,16,25,24,7,11,31,29
8451,21,3,15,7,2,33,19,9,4,36,34,18
8452,6,9,28,13,10,11,3,34,24,23,16,4
8453,13,3,9,26,12,8,15,11,18,32,2,30
8454,33,13,17,5,10,29,24,35,16,12,20,3
8455,35,30,2,21,24,1,31,27,29,25,26,13
8456,31,27,21,5,36,15,2,10,23,14,12,1
8457,6,25,19,23,15,31,3,36,11,10,14,12
8458,8,36,35,12,31,26,11,30,25,10,7,29
8459,8,34,3,28,26,13,4,32,31,29,20,7
8460,25,26,33,36,35,15,6,30,9,10,1,12
8461,35,13,26,28,3,33,9,36,2,31,24,14
8462,8,11,35,20,7,16,4,32,36,21,34,22
8463,18,30,34,15,14,5,26,7,22,19,4,21
8464,3,24,8,28,26,21,5,17,25,2,33,10
8465,33,5,19,6,14,25,24,21,10,22,29,8
8466,2,27,33,30,15,1,29,13,19,25,12,22
8467,17,10,6,8,1,35,16,33,22,32,30,34
8468,4,27,34,8,13,10,23,35,14,21,5,18
8469,5,16,8,6,21,28,19,20,24,23,35,31
8470,28,11,13,14,10,22,24,35,15,29,23,27
8471,7,17,30,20,16,6,35,8,32,23,28,36
8472,16,34,19,13,14,11,8,21,3,2,26,32
8473,33,24,26,11,16,3,9,31,27,2,34,28
8474,5,27,11,21,23,15,29,18,35,12,19,9
8475,14,20,25,15,10,18,11,30,5,8,2,13
8476,3,2,14,33,32,18,26,22,15,11,8,29
8477,5,27,21,26,33,34,2,3,20,8,1,32
8478,11,21,24,16,13,32,15,6,4,3,28,25
8479,23,18,25,27,7,35,12,26,29,17,1,2
8480,21,18,32,14,12,29,4,24,2,11,17,31
8481,8,1,17,9,26,23,22,4,10,12,35,13
8482,21,30,34,25,1,8,3,7,18,32,31,24
8483,24,31,4,11,10,29,19,8,23,35,7,30
8484,22,6,11,18,7,36,28,16,14,20,9,19
8485,2,32,22,10,17,5,14,23,9,18,3,19
8486,22,4,14,7,17,1,33,10,20,16,31,30
8487,9,3,5,20,33,15,26,8,14,17,1,23
8488,34,11,16,2,4,10,32,22,26,9,18,30
8489,33,25,29,27,22,26,17,4,11,7,30,1
8490,3,18,6,1,21,23,34,14,32,27,28,19
8491,17,3,9,32,35,4,19,30,28,23,18,22
8492,11,7,12,28,32,21,8,29,35,14,27,17
8493,16,34,21,11,12,20,23,30,6,5,10,1
8494,28,5,31,9,21,27,26,32,30,4,6,19
8495,14,25,18,28,31,16,17,20,1,6,21,11
8496,29,14,24,31,5,36,9,12,35,16,27,11
8497,33,13,14,22,27,30,36,4,6,19,3,24
8498,21,11,7,30,22,32,24,35,8,20,19,9
8499,11,15,36,34,3,20,16,1,30,10,28,4
8500,26,9,19,31,1,32,2,36,13,18,12,24
8501,19,25,14,27,26,29,2,16,23,31,4,13
8502,10,28,7,9,5,31,35,4,24,6,17,32
8503,8,20,3,21,32,33,15,29,4,22,30,35
8504,26,34,16,6,3,31,7,25,9,29,4,19
8505,21,8,20,31,10,19,16,28,3,9,23,26
8506,17,18,20,24,14,13,35,22,23,8,11,27
8507,29,22,6,27,13,23,33,1,12,5,21,15
8508,29,23,8,20,35,22,27,4,7,10,32,28
8509,22,13,28,34,30,15,3,14,5,12,23,35
8510,33,6,19,12,28,13,36,32,9,1,29,4
8511,18,1,21,35,19,36,15,30,16,10,11,6
8512,4,32,26,20,17,6,16,3,11,22,34,35
8513,22,18,5,28,2,14,10,12,25,21,9,4
8514,26,11,36,28,29,21,12,20,4,35,2,23
8515,9,1,19,32,13,6,22,23,2,29,18,28
8516,2,21,26,17,30,12,4,5,19,32,25,24
8517,22,14,32,31,11,8,12,36,6,16,1,7
8518,8,22,33,28,36,19,35,1,26,14,6,5
8519,9,34,23,2,7,18,14,36,19,3,20,1
8520,1,7,12,17,6,27,30,33,25,16,13,31
8521,10,15,25,13,29,22,35,1,17,9,12,16
8522,12,28,24,22,20,26,1,18,23,30,32,10
8523,14,4,3,35,29,17,22,6,32,15,7,30
8524,4,31,28,7,16,27,6,10,18,2,30,13
8525,8,25,35,33,7,14,6,18,29,31,28,27
8526,14,1,20,21,18,25,28,32,35,27,2,33
8527,31,36,8,30,6,11,33,29,20,26,22,7
8528,20,18,14,12,8,23,16,13,34,35,27,33
8529,30,34,31,15,14,7,24,23,13,32,2,19
8530,11,20,18,29,30,21,9,28,31,16,33,27
8531,32,22,34,19,27,4,21,3,5,7,8,16
8532,6,9,16,12,3,26,19,13,17,28,1,25
8533,12,27,17,5,18,36,14,8,9,2,33,28
8534,21,36,16,27,12,30,31,7,14,20,5,10
8535,9,10,20,30,28,31,12,25,1,27,16,4
8536,1,3,28,27,16,13,29,25,21,12,31,11
8537,21,1,22,17,7,19,4,26,5,36,27,6
8538,22,8,28,17,29,12,31,25,30,13,1,23
8539,6,28,24,17,14,25,19,32,12,22,30,35
8540,7,1,17,10,34,27,26,36,18,8,4,28
8541,19,31,8,18,29,33,24,22,34,32,27,4
8542,7,36,28,22,17,2,33,27,20,12,25,23
8543,24,19,11,14,21,35,16,34,28,6,20,27
8544,26,32,6,35,29,13,2,31,25,18,4,36
8545,11,5,35,1,9,23,25,33,3,16,8,28
8546,13,6,30,10,36,33,12,32,1,34,31,9
8547,24,35,17,14,20,8,16,10,32,33,25,3
8548,11,22,4,24,32,31,26,35,17,8,1,10
8549,15,10,19,34,32,31,33,17,36,22,35,12
8550,35,14,25,31,13,24,28,36,3,18,11,7
8551,11,20,35,26,1,17,34,28,31,10,7,22
8552,1,17,3,12,22,34,33,5,10,30,9,20
8553,4,31,16,28,29,18,6,1,15,12,27,35
8554,31,21,32,23,9,19,30,25,26,1,4,2
8555,3,29,7,24,11,15,31,35,5,26,18,14
8556,2,12,26,22,30,11,19,24,25,20,34,27
8557,15,11,8,18,4,17,28,5,20,7,9,29
8558,19,20,7,24,6,12,36,18,25,14,13,23
8559,19,17,36,4,28,33,9,12,7,2,22,10
8560,15,27,18,10,4,33,22,19,8,5,12,13
8561,14,24,21,13,2,4,22,25,8,26,31,7
8562,10,4,5,19,31,16,11,8,24,14,2,36
8563,10,7,4,17,33,14,12,9,22,16,19,8
8564,14,15,16,25,11,31,32,17,19,18,3,36
8565,1,22,14,6,27,20,11,16,9,17,15,34
8566,13,1,3,30,20,22,5,11,36,16,28,4
8567,8,3,6,9,20,16,18,36,17,35,29,32
8568,23,6,35,17,13,25,15,24,27,12,3,31
8569,10,29,12,26,3,31,30,19,4,8,5,21
8570,7,6,31,4,36,30,28,24,27,19,25,23
8571,2,4,18,13,30,15,19,27,6,26,24,9
8572,2,34,27,8,12,24,21,9,20,19,15,13
8573,4,20,2,1,16,25,24,36,14,30,15,34
8574,26,10,32,18,1,25,14,19,3,17,16,8
8575,35,29,27,23,4,14,33,21,7,20,12,5
8576,35,16,4,1,19,20,23,2,12,33,11,9
8577,18,19,28,13,24,2,16,17,33,9,5,32
8578,19,4,9,12,27,33,22,29,6,30,3,35
8579,28,33,6,35,10,27,14,9,19,30,3,12
8580,6,30,3,9,24,14,33,5,27,4,36,2
8581,9,16,11,20,14,6,18,29,4,8,31,3
8582,1,24,36,2,17,28,19,23,10,27,35,31
8583,20,19,12,6,7,23,27,29,24,34,1,15
8584,19,33,16,25,22,26,20,14,18,3,10,13
8585,31,18,17,10,6,11,21,33,27,30,9,29
8586,29,24,33,23,27,25,12,7,16,9,31,1
8587,17,4,2,1,9,5,12,14,8,19,22,32
8588,16,23,29,4,17,9,25,33,7,31,13,12
8589,7,3,18,32,24,27,28,22,13,11,5,17
8590,35,21,7,19,24,15,6,31,5,14,34,4
8591,28,13,9,18,2,5,11,30,22,8,3,23
8592,36,14,27,30,16,25,24,1,4,22,34,10
8593,9,18,10,23,22,20,3,32,25,31,29,12
8594,35,26,2,1,28,8,7,14,19,27,32,20
8595,29,28,32,18,14,17,22,16,12,11,36,3
8596,14,10,13,35,8,30,11,18,24,25,19,2
8597,7,23,25,3,28,16,11,1,31,2,33,21
8598,25,34,17,29,6,18,19,23,4,28,22,27
8599,9,20,24,26,25,8,30,1,27,4,36,19
8600,35,2,27,24,32,4,18,30,20,1,19,7
8601,13,28,30,25,27,34,23,14,10,4,22,35
8602,30,24,17,10,26,33,8,22,5,7,23,25
8603,14,8,1,34,19,12,17,4,24,32,15,33
8604,32,18,24,6,19,9,30,26,14,11,3,27
8605,25,2,21,22,3,32,7,16,28,18,27,11
8606,31,10,2,32,30,6,36,26,3,29,28,22
8607,26,28,35,11,4,8,27,24,1,18,17,31
8608,12,8,10,32,6,27,4,3,21,1,20,24
8609,20,34,3,21,35,14,32,31,15,13,19,23
8610,36,32,27,29,33,19,2,7,35,10,14,3
8611,9,15,13,23,33,26,21,22,5,20,16,1
8612,16,10,18,21,36,17,27,14,25,26,11,3
8613,13,11,34,17,1,4,14,27,5,30,9,2
8614,9,13,12,4,19,26,28,11,8,31,21,23
8615,18,32,13,27,10,6,36,19,24,30,25,22
8616,31,15,2,6,34,18,35,25,4,3,33,20
8617,14,1,27,2,11,36,17,19,30,20,23,24
8618,36,4,19,25,7,30,8,18,23,22,11,12
8619,35,7,18,28,27,31,22,16,10,20,19,9
8620,27,8,21,30,15,12,16,36,23,17,22,25
8621,21,13,24,10,15,28,2,22,17,33,29,30
8622,8,12,25,7,32,28,34,13,16,33,4,21
8623,12,19,1,2,25,6,26,18,17,23,21,22
8624,23,27,32,31,35,33,29,9,28,10,14,30
8625,33,32,12,10,28,9,7,14,22,27,1,16
8626,24,9,13,6,36,7,21,23,27,14,4,35
8627,7,21,9,6,5,29,30,32,2,11,28,35
8628,36,21,18,34,31,10,29,6,32,12,35,27
8629,20,28,7,9,29,31,21,22,2,24,13,5
8630,35,34,17,12,28,18,2,21,5,10,8,9
8631,34,8,20,18,15,3,21,7,9,5,2,28
8632,15,31,5,34,7,21,12,19,27,30,14,10
8633,16,31,21,28,7,32,1,9,4,29,23,27
8634,35,17,29,32,27,11,8,2,23,30,12,10
8635,11,26,14,7,33,30,20,18,5,17,31,15
8636,23,1,4,18,14,2,10,25,13,26,16,22
8637,29,15,19,31,8,36,25,33,34,21,9,24
8638,34,7,22,33,14,36,27,21,20,29,2,24
8639,22,36,2,20,24,7,32,35,14,34,6,1
8640,18,17,34,31,28,11,15,16,20,3,19,5
8641,25,2,6,26,11,5,27,31,28,32,33,1
8642,18,4,12,15,24,22,29,30,14,34,17,19
8643,18,16,19,7,20,2,22,10,36,32,11,6
8644,19,30,16,6,2,32,5,4,25,13,10,33
8645,25,35,36,14,28,21,34,5,15,30,32,33
8646,27,19,7,33,10,31,26,13,35,24,29,8
8647,5,4,16,2,20,28,33,9,17,26,15,11
8648,9,23,7,22,12,32,21,10,36,30,13,4
8649,2,11,24,31,34,16,14,13,26,8,23,17
8650,14,3,27,7,8,16,10,32,19,18,4,34
8651,36,4,23,29,3,33,9,20,7,12,1,18
8652,36,7,33,35,4,5,16,11,27,15,31,1
8653,15,29,33,4,35,5,20,19,30,6,16,14
8654,7,27,33,20,11,4,8,25,22,15,18,31
8655,8,4,12,33,13,17,29,28,6,27,24,7
8656,23,10,33,3,9,14,7,26,25,29,5,12
8657,2,9,29,32,14,31,8,30,5,11,23,36
8658,2,30,8,26,33,9,27,20,6,31,24,32
8659,10,31,17,28,33,9,27,11,23,7,19,14
8660,17,11,19,32,5,10,6,2,4,9,31,23
8661,8,35,27,11,33,23,36,2,7,14,1,4
8662,3,2,22,34,24,29,28,19,1,32,27,5
8663,26,24,2,19,8,9,7,16,22,12,3,36
8664,19,5,13,9,17,36,25,30,21,24,33,26
8665,6,13,5,25,24,33,18,22,36,21,30,8
8666,18,12,10,13,3,8,27,11,24,4,16,19
8667,4,28,2,10,12,19,30,13,1,31,21,34
8668,27,28,26,19,4,10,9,35,20,5,2,18
8669,3,31,6,5,2,20,1,15,27,18,26,9
8670,25,9,5,26,32,31,16,24,20,15,7,14
8671,19,22,17,21,29,31,27,28,24,20,12,34
8672,23,13,32,29,14,27,2,8,36,18,16,22
8673,36,5,17,6,29,27,28,20,32,2,15,10
8674,10,36,4,2,6,18,25,13,24,33,8,31
8675,25,15,12,19,8,28,24,2,32,26,6,1
8676,23,21,4,26,28,33,6,18,22,27,9,34
8677,27,17,4,9,13,1,14,2,31,35,16,29
8678,26,30,10,22,34,14,3,8,19,23,11,4
8679,16,14,13,34,8,7,3,24,12,6,33,21
8680,17,1,18,31,16,4,12,32,20,3,21,34
8681,29,28,19,10,25,9,24,35,31,20,16,26
8682,9,34,13,14,19,15,33,31,5,2,23,6
8683,4,15,18,16,28,35,33,13,6,1,21,27
8684,14,26,32,33,22,20,6,28,16,9,2,5
8685,20,6,13,21,24,4,7,12,34,32,9,22
8686,22,20,33,17,3,30,31,26,21,28,6,11
8687,23,20,18,33,24,34,12,31,2,15,22,11
8688,32,27,19,16,5,9,6,10,21,23,34,22
8689,14,13,22,21,25,16,19,10,5,23,2,20
8690,15,31,17,27,11,32,23,25,29,4,10,13
8691,27,23,21,19,24,33,32,3,28,34,13,2
8692,26,28,15,20,29,23,35,8,24,7,34,14
8693,29,23,27,35,15,14,13,21,8,11,4,25
8694,13,36,25,28,7,5,32,14,21,8,29,18
8695,36,17,11,25,22,6,34,1,24,26,30,8
8696,5,34,26,36,27,13,2,8,4,11,18,21
8697,14,9,35,34,27,28,3,26,6,31,36,13
8698,35,1,25,7,6,29,20,18,10,15,8,28
8699,33,13,2,17,10,29,18,24,30,8,27,22
8700,10,22,24,12,19,4,27,16,13,26,6,5
8701,28,33,2,25,32,22,20,4,15,23,35,9
8702,25,35,5,6,26,1,9,23,19,32,12,4
8703,30,7,28,12,17,9,21,4,19,29,5,6
8704,12,19,22,13,17,25,15,35,20,21,31,24
8705,18,5,36,15,35,16,23,32,4,3,28,29
8706,12,10,25,16,13,24,32,31,34,18,23,21
8707,26,18,31,12,36,27,29,35,2,17,6,33
8708,3,27,10,1,32,33,18,28,4,15,36,24
8709,13,22,3,5,14,33,34,18,16,12,8,17
8710,11,29,30,9,36,16,1,7,18,15,33,3
8711,7,4,36,21,29,24,11,9,27,3,20,17
8712,9,26,34,29,28,22,21,25,24,1,3,6
8713,29,33,16,28,21,25,8,11,34,35,7,2
8714,21,10,17,3,22,26,9,34,23,24,11,25
8715,35,10,34,9,21,2,11,30,36,25,8,1
8716,17,18,1,34,30,35,20,2,11,33,36,3
8717,22,1,5,7,11,18,2,35,12,30,15,14
8718,19,18,15,8,12,14,28,35,9,20,6,29
8719,16,9,10,20,34,30,32,18,23,6,33,5
8720,4,27,17,2,20,5,36,10,34,16,25,32
8721,16,5,22,31,13,19,21,18,32,2,36,29
8722,11,35,17,15,19,5,4,7,9,34,20,8
8723,4,7,20,29,3,15,33,8,31,35,6,14
8724,10,15,3,20,33,29,32,22,5,27,35,14
8725,12,15,4,2,20,25,22,36,13,7,23,24
8726,27,34,25,10,33,31,11,15,14,21,13,30
8727,30,32,2,4,16,25,20,27,35,1,9,36
8728,11,32,15,1,22,5,21,16,30,29,18,9
8729,23,17,13,22,16,30,8,20,6,31,10,7
8730,13,9,31,26,3,15,19,34,7,17,2,1
8731,18,25,21,7,26,31,33,6,29,5,19,1
8732,24,28,13,7,11,6,23,34,4,31,36,8
8733,19,16,15,12,7,4,30,11,20,32,21,17
8734,12,28,7,1,17,31,26,3,9,4,34,16
8735,15,1,19,12,32,30,21,20,7,4,11,28
8736,4,19,28,22,14,1,2,34,33,26,24,13
8737,2,15,6,29,11,13,10,26,23,28,19,22
8738,7,17,34,9,26,12,11,6,35,24,31,30
8739,18,17,12,11,14,34,32,10,35,9,4,15
8740,36,21,7,17,11,32,6,28,27,15,12,33
8741,36,19,18,26,17,5,7,25,16,10,22,9
8742,33,35,7,16,28,6,12,31,34,36,1,22
8743,6,5,16,20,10,28,11,17,7,1,30,25
8744,33,12,2,21,31,29,36,16,17,24,25,19
8745,29,6,35,22,23,18,13,16,2,32,26,17
8746,13,8,22,36,34,18,4,6,12,25,16,10
8747,29,36,14,4,3,6,10,17,23,15,19,16
8748,27,14,34,8,26,15,22,7,19,9,36,11
8749,6,1,30,11,2,36,20,15,31,25,16,32
8750,24,11,14,23,20,15,6,2,30,21,31,32
8751,9,2,32,11,31,8,36,5,28,3,13,20
8752,13,14,34,30,31,28,6,23,33,16,25,36
8753,18,22,17,9,36,12,30,13,7,35,8,16
8754,25,32,9,19,7,24,28,33,3,15,36,12
8755,17,21,3,2,12,36,13,14,6,5,1,8
8756,13,11,21,29,3,5,27,25,6,7,4,36
8757,35,25,32,2,20,3,22,30,24,11,29,36
8758,19,2,28,6,16,20,13,32,29,34,4,3
